scaff	start	end	gene	haplo	order	Ds	SEDs	Dn	SEDn	geneY.x	ortho	geneY.y	St	orderchp
Mvlyc1064A1_A1	885400	886813	Mvlyc1064A1_A1_g311.t1	Mvlyc1064A1	N	0.0089	0.0051	0.0064	0.0028	Mvlyc1064A1_A2_g1593.t1	OG0001054	Mvlyc1064A1_A2_g1593.t1	885400	300
Mvlyc1064A1_A1	889992	892531	Mvlyc1064A1_A1_g312.t1	Mvlyc1064A1	N	0.0105	0.0052	0.0032	0.0016	Mvlyc1064A1_A2_g1592.t1	OG0001055	Mvlyc1064A1_A2_g1592.t1	889992	301
Mvlyc1064A1_A1	893412	894012	Mvlyc1064A1_A1_g313.t1	Mvlyc1064A1	N	0.0122	0.0122	0	0	Mvlyc1064A1_A2_g1591.t1	OG0001056	Mvlyc1064A1_A2_g1591.t1	893412	302
Mvlyc1064A1_A1	895253	895922	Mvlyc1064A1_A1_g314.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1590.t1	OG0001057	Mvlyc1064A1_A2_g1590.t1	895253	303
Mvlyc1064A1_A1	896092	900842	Mvlyc1064A1_A1_g315.t4	Mvlyc1064A1	N	0.0018	0.0013	0.0013	7e-04	Mvlyc1064A1_A2_g1589.t4	OG0001058	Mvlyc1064A1_A2_g1589.t4	896092	304
Mvlyc1064A1_A1	901642	902941	Mvlyc1064A1_A1_g316.t1	Mvlyc1064A1	N	0	0	0.0015	0.0015	Mvlyc1064A1_A2_g1588.t1	OG0001059	Mvlyc1064A1_A2_g1588.t1	901642	305
Mvlyc1064A1_A1	903456	904193	Mvlyc1064A1_A1_g317.t2	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1587.t2	OG0001060	Mvlyc1064A1_A2_g1587.t2	903456	306
Mvlyc1064A1_A1	904475	905581	Mvlyc1064A1_A1_g318.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1586.t1	OG0001061	Mvlyc1064A1_A2_g1586.t1	904475	307
Mvlyc1064A1_A1	908654	911656	Mvlyc1064A1_A1_g319.t1	Mvlyc1064A1	N	0.0135	0.0043	0.0133	0.003	Mvlyc1064A1_A2_g1584.t1	OG0001062	Mvlyc1064A1_A2_g1584.t1	908654	308
Mvlyc1064A1_A1	912091	913460	Mvlyc1064A1_A1_g320.t1	Mvlyc1064A1	N	0	0	0.0045	0.0032	Mvlyc1064A1_A2_g1583.t1	OG0001063	Mvlyc1064A1_A2_g1583.t1	912091	309
Mvlyc1064A1_A1	914330	919259	Mvlyc1064A1_A1_g321.t2	Mvlyc1064A1	N	0.0132	0.0031	0.0077	0.0015	Mvlyc1064A1_A2_g1582.t3	OG0001064	Mvlyc1064A1_A2_g1582.t3	914330	310
Mvlyc1064A1_A1	919803	924298	Mvlyc1064A1_A1_g322.t1	Mvlyc1064A1	N	0.0049	0.0022	0	0	Mvlyc1064A1_A2_g1581.t1	OG0001065	Mvlyc1064A1_A2_g1581.t1	919803	311
Mvlyc1064A1_A1	924447	925599	Mvlyc1064A1_A1_g323.t1	Mvlyc1064A1	N	0	0	0.002	0.002	Mvlyc1064A1_A2_g1580.t1	OG0001066	Mvlyc1064A1_A2_g1580.t1	924447	312
Mvlyc1064A1_A1	925930	927977	Mvlyc1064A1_A1_g324.t1	Mvlyc1064A1	N	0.0046	0.0032	0.0026	0.0015	Mvlyc1064A1_A2_g1579.t1	OG0001067	Mvlyc1064A1_A2_g1579.t1	925930	313
Mvlyc1064A1_A1	928859	929481	Mvlyc1064A1_A1_g325.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1895.t1	OG0001068	Mvlyc1064A1_A2_g1895.t1	928859	314
Mvlyc1064A1_A1	929714	930400	Mvlyc1064A1_A1_g326.t1	Mvlyc1064A1	N	0.0052	0.0052	0.0102	0.0046	Mvlyc1064A1_A2_g2189.t1	OG0001069	Mvlyc1064A1_A2_g2189.t1	929714	315
Mvlyc1064A1_A1	933302	934001	Mvlyc1064A1_A1_g327.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	933302	316
Mvlyc1064A1_A1	936817	938216	Mvlyc1064A1_A1_g328.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	936817	317
Mvlyc1064A1_A1	939062	939622	Mvlyc1064A1_A1_g329.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	939062	318
Mvlyc1064A1_A1	940309	941739	Mvlyc1064A1_A1_g330.t1	Mvlyc1064A1	N	0.0433	0.0122	0.0206	0.0047	Mvlyc1064A1_A2_g2491.t1	OG0001070	Mvlyc1064A1_A2_g2491.t1	940309	319
Mvlyc1064A1_A1	941787	944388	Mvlyc1064A1_A1_g331.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	941787	320
Mvlyc1064A1_A1	944453	945999	Mvlyc1064A1_A1_g332.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	944453	321
Mvlyc1064A1_A1	946431	947241	Mvlyc1064A1_A1_g333.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	946431	322
Mvlyc1064A1_A1	948838	949750	Mvlyc1064A1_A1_g334.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	948838	323
Mvlyc1064A1_A1	955166	959912	Mvlyc1064A1_A1_g335.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	955166	324
Mvlyc1064A1_A1	960077	961324	Mvlyc1064A1_A1_g336.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	960077	325
Mvlyc1064A1_A1	964249	964476	Mvlyc1064A1_A1_g337.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	964249	326
Mvlyc1064A1_A1	965920	970661	Mvlyc1064A1_A1_g338.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	965920	327
Mvlyc1064A1_A1	970844	971303	Mvlyc1064A1_A1_g340.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	970844	328
Mvlyc1064A1_A1	971941	974251	Mvlyc1064A1_A1_g341.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	971941	329
Mvlyc1064A1_A1	975780	980075	Mvlyc1064A1_A1_g342.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	975780	330
Mvlyc1064A1_A1	981965	982285	Mvlyc1064A1_A1_g343.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	981965	331
Mvlyc1064A1_A1	983405	984033	Mvlyc1064A1_A1_g344.t2	Mvlyc1064A1	N	0.1345	0.0533	0.0034	0.0034	Mvlyc1064A1_A2_g2124.t1	OG0001071	Mvlyc1064A1_A2_g2124.t1	983405	332
Mvlyc1064A1_A1	985209	987129	Mvlyc1064A1_A1_g345.t1	Mvlyc1064A1	N	0.0201	0.0066	0.029	0.005	Mvlyc1064A1_A2_g2123.t1	OG0001072	Mvlyc1064A1_A2_g2123.t1	985209	333
Mvlyc1064A1_A1	991608	994013	Mvlyc1064A1_A1_g346.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	991608	334
Mvlyc1064A1_A1	994605	995647	Mvlyc1064A1_A1_g347.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	994605	335
Mvlyc1064A1_A1	995782	996066	Mvlyc1064A1_A1_g348.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	995782	336
Mvlyc1064A1_A1	996300	997263	Mvlyc1064A1_A1_g349.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	996300	337
Mvlyc1064A1_A1	997502	998466	Mvlyc1064A1_A1_g350.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	997502	338
Mvlyc1064A1_A1	998707	1000561	Mvlyc1064A1_A1_g351.t1	Mvlyc1064A1	N	0.0341	0.0115	0.0053	0.0027	Mvlyc1064A1_A2_g1898.t1	OG0001073	Mvlyc1064A1_A2_g1898.t1	998707	339
Mvlyc1064A1_A1	1005419	1009067	Mvlyc1064A1_A1_g352.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1005419	340
Mvlyc1064A1_A1	1010063	1012204	Mvlyc1064A1_A1_g353.t3	Mvlyc1064A1	N	0.0458	0.0119	0.0294	0.0057	Mvlyc1064A1_A2_g2696.t1	OG0001074	Mvlyc1064A1_A2_g2696.t1	1010063	341
Mvlyc1064A1_A1	1018398	1020228	Mvlyc1064A1_A1_g354.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1018398	342
Mvlyc1064A1_A1	1021259	1021666	Mvlyc1064A1_A1_g355.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1021259	343
Mvlyc1064A1_A1	1021730	1025537	Mvlyc1064A1_A1_g356.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1021730	344
Mvlyc1064A1_A1	1025588	1028073	Mvlyc1064A1_A1_g357.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1025588	345
Mvlyc1064A1_A1	1028096	1028305	Mvlyc1064A1_A1_g358.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1028096	346
Mvlyc1064A1_A1	1028333	1028425	Mvlyc1064A1_A1_g359.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1028333	347
Mvlyc1064A1_A1	1028422	1028808	Mvlyc1064A1_A1_g360.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1028422	348
Mvlyc1064A1_A1	1031262	1032267	Mvlyc1064A1_A1_g361.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1031262	349
Mvlyc1064A1_A1	1033500	1035497	Mvlyc1064A1_A1_g362.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1033500	350
Mvlyc1064A1_A1	1037624	1038783	Mvlyc1064A1_A1_g363.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1037624	351
Mvlyc1064A1_A1	1038856	1039761	Mvlyc1064A1_A1_g364.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1038856	352
Mvlyc1064A1_A1	1041888	1043885	Mvlyc1064A1_A1_g365.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1041888	353
Mvlyc1064A1_A1	1045738	1047216	Mvlyc1064A1_A1_g366.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1045738	354
Mvlyc1064A1_A1	1046118	1046920	Mvlyc1064A1_A1_g367.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1046118	355
Mvlyc1064A1_A1	1054705	1057437	Mvlyc1064A1_A1_g368.t1	Mvlyc1064A1	N	0.0604	0.0108	0.0262	0.004	Mvlyc1064A1_A2_g2708.t1	OG0001076	Mvlyc1064A1_A2_g2708.t1	1054705	356
Mvlyc1064A1_A1	1058776	1059372	Mvlyc1064A1_A1_g369.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1058776	357
Mvlyc1064A1_A1	1060653	1060958	Mvlyc1064A1_A1_g370.t1	Mvlyc1064A1	N	0.0408	0.0238	0.0411	0.0139	Mvlyc1064A1_A2_g1522.t1	OG0001077	Mvlyc1064A1_A2_g1522.t1	1060653	358
Mvlyc1064A1_A1	1061762	1064338	Mvlyc1064A1_A1_g371.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1061762	359
Mvlyc1064A1_A1	1064459	1065847	Mvlyc1064A1_A1_g372.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1064459	360
Mvlyc1064A1_A1	1066016	1067596	Mvlyc1064A1_A1_g374.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1066016	361
Mvlyc1064A1_A1	1071808	1072452	Mvlyc1064A1_A1_g375.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1071808	362
Mvlyc1064A1_A1	1073128	1073767	Mvlyc1064A1_A1_g376.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1073128	363
Mvlyc1064A1_A1	1073793	1074232	Mvlyc1064A1_A1_g377.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1073793	364
Mvlyc1064A1_A1	1074462	1075488	Mvlyc1064A1_A1_g378.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1074462	365
Mvlyc1064A1_A1	1075835	1080869	Mvlyc1064A1_A1_g379.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1075835	366
Mvlyc1064A1_A1	1081530	1082138	Mvlyc1064A1_A1_g380.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1081530	367
Mvlyc1064A1_A1	1082791	1083285	Mvlyc1064A1_A1_g381.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1082791	368
Mvlyc1064A1_A1	1084907	1087898	Mvlyc1064A1_A1_g382.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1084907	369
Mvlyc1064A1_A1	1088383	1090706	Mvlyc1064A1_A1_g383.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1088383	370
Mvlyc1064A1_A1	1091093	1094670	Mvlyc1064A1_A1_g384.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1091093	371
Mvlyc1064A1_A1	1096513	1097283	Mvlyc1064A1_A1_g385.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1096513	372
Mvlyc1064A1_A1	1098507	1099824	Mvlyc1064A1_A1_g386.t1	Mvlyc1064A1	N	0.0619	0.0146	0.0248	0.0061	Mvlyc1064A1_A2_g2755.t1	OG0001080	Mvlyc1064A1_A2_g2755.t1	1098507	373
Mvlyc1064A1_A1	1101474	1101740	Mvlyc1064A1_A1_g387.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1101474	374
Mvlyc1064A1_A1	1103768	1104252	Mvlyc1064A1_A1_g388.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1103768	375
Mvlyc1064A1_A1	1104861	1106834	Mvlyc1064A1_A1_g389.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1104861	376
Mvlyc1064A1_A1	1108286	1110870	Mvlyc1064A1_A1_g390.t1	Mvlyc1064A1	N	0.0098	0.0044	0.0021	0.0012	Mvlyc1064A1_A2_g2354.t1	OG0001082	Mvlyc1064A1_A2_g2354.t1	1108286	377
Mvlyc1064A1_A1	1111101	1116562	Mvlyc1064A1_A1_g391.t1	Mvlyc1064A1	N	0.0018	0.0013	0.0011	6e-04	Mvlyc1064A1_A2_g2355.t1	OG0001083	Mvlyc1064A1_A2_g2355.t1	1111101	378
Mvlyc1064A1_A1	1116801	1118832	Mvlyc1064A1_A1_g392.t1	Mvlyc1064A1	N	0.0056	0.004	0.001	0.001	Mvlyc1064A1_A2_g2356.t2	OG0001084	Mvlyc1064A1_A2_g2356.t2	1116801	379
Mvlyc1064A1_A1	1121333	1125248	Mvlyc1064A1_A1_g393.t1	Mvlyc1064A1	N	0.0163	0.0042	0.0124	0.0023	Mvlyc1064A1_A2_g2357.t2	OG0001085	Mvlyc1064A1_A2_g2357.t2	1121333	380
Mvlyc1064A1_A1	1128949	1131200	Mvlyc1064A1_A1_g395.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1128949	382
Mvlyc1064A1_A1	1131484	1132443	Mvlyc1064A1_A1_g396.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g2365.t1	OG0001087	Mvlyc1064A1_A2_g2365.t1	1131484	383
Mvlyc1064A1_A1	1132727	1134319	Mvlyc1064A1_A1_g397.t3	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g2366.t4	OG0001088	Mvlyc1064A1_A2_g2366.t4	1132727	384
Mvlyc1064A1_A1	1134595	1135956	Mvlyc1064A1_A1_g398.t1	Mvlyc1064A1	N	0	0	0.0022	0.0022	Mvlyc1064A1_A2_g2367.t1	OG0001089	Mvlyc1064A1_A2_g2367.t1	1134595	385
Mvlyc1064A1_A1	1136196	1138565	Mvlyc1064A1_A1_g399.t1	Mvlyc1064A1	N	0.0215	0.0073	0.0217	0.0042	Mvlyc1064A1_A2_g2368.t1	OG0001090	Mvlyc1064A1_A2_g2368.t1	1136196	386
Mvlyc1064A1_A1	1139524	1144406	Mvlyc1064A1_A1_g400.t1	Mvlyc1064A1	N	0.0212	0.0038	0.0206	0.0026	Mvlyc1064A1_A2_g2340.t1	OG0001091	Mvlyc1064A1_A2_g2340.t1	1139524	387
Mvlyc1064A1_A1	1144687	1148015	Mvlyc1064A1_A1_g401.t2	Mvlyc1064A1	N	0.0117	0.0036	0.0074	0.0018	Mvlyc1064A1_A2_g2338.t2	OG0001092	Mvlyc1064A1_A2_g2338.t2	1144687	388
Mvlyc1064A1_A1	1148624	1150396	Mvlyc1064A1_A1_g402.t1	Mvlyc1064A1	N	0.0043	0.0043	0.0067	0.003	Mvlyc1064A1_A2_g2581.t1	OG0001093	Mvlyc1064A1_A2_g2581.t1	1148624	389
Mvlyc1064A1_A1	1150800	1151468	Mvlyc1064A1_A1_g403.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g2582.t1	OG0001094	Mvlyc1064A1_A2_g2582.t1	1150800	390
Mvlyc1064A1_A1	1151741	1153580	Mvlyc1064A1_A1_g404.t1	Mvlyc1064A1	N	0.0027	0.0027	0.0011	0.0011	Mvlyc1064A1_A2_g2583.t1	OG0001095	Mvlyc1064A1_A2_g2583.t1	1151741	391
Mvlyc1064A1_A1	1153924	1156082	Mvlyc1064A1_A1_g405.t1	Mvlyc1064A1	N	0	0	0.0015	0.001	Mvlyc1064A1_A2_g2588.t1	OG0001096	Mvlyc1064A1_A2_g2588.t1	1153924	392
Mvlyc1064A1_A1	1156584	1158695	Mvlyc1064A1_A1_g406.t1	Mvlyc1064A1	N	0	0	8e-04	8e-04	Mvlyc1064A1_A2_g2589.t1	OG0001097	Mvlyc1064A1_A2_g2589.t1	1156584	393
Mvlyc1064A1_A1	1158935	1161921	Mvlyc1064A1_A1_g407.t1	Mvlyc1064A1	N	0.0026	0.0019	0.0042	0.0015	Mvlyc1064A1_A2_g2590.t1	OG0001098	Mvlyc1064A1_A2_g2590.t1	1158935	394
Mvlyc1064A1_A1	1162650	1164982	Mvlyc1064A1_A1_g408.t1	Mvlyc1064A1	N	0.0293	0.0082	0.0141	0.0036	Mvlyc1064A1_A2_g2014.t1	OG0001099	Mvlyc1064A1_A2_g2014.t1	1162650	395
Mvlyc1064A1_A1	1166037	1167700	Mvlyc1064A1_A1_g409.t1	Mvlyc1064A1	N	0.0433	0.0143	0.0203	0.0052	Mvlyc1064A1_A2_g2013.t1	OG0001100	Mvlyc1064A1_A2_g2013.t1	1166037	396
Mvlyc1064A1_A1	1167990	1170000	Mvlyc1064A1_A1_g410.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1167990	397
Mvlyc1064A1_A1	1173083	1174722	Mvlyc1064A1_A1_g411.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1173083	398
Mvlyc1064A1_A1	1174940	1175619	Mvlyc1064A1_A1_g412.t1	Mvlyc1064A1	N	0.0276	0.0139	0.0056	0.004	Mvlyc1064A1_A2_g2743.t1	OG0001101	Mvlyc1064A1_A2_g2743.t1	1174940	399
Mvlyc1064A1_A1	1176562	1180058	Mvlyc1064A1_A1_g413.t1	Mvlyc1064A1	N	0.0165	0.0044	0.0083	0.002	Mvlyc1064A1_A2_g2739.t1	OG0001102	Mvlyc1064A1_A2_g2739.t1	1176562	400
Mvlyc1064A1_A1	1182038	1183139	Mvlyc1064A1_A1_g414.t1	Mvlyc1064A1	N	0.0248	0.0114	0.0188	0.0056	Mvlyc1064A1_A2_g2716.t1	OG0001103	Mvlyc1064A1_A2_g2716.t1	1182038	401
Mvlyc1064A1_A1	1183296	1185232	Mvlyc1064A1_A1_g415.t1	Mvlyc1064A1	N	0.0274	0.0074	0.009	0.0026	Mvlyc1064A1_A2_g2717.t1	OG0001104	Mvlyc1064A1_A2_g2717.t1	1183296	402
Mvlyc1064A1_A1	1186986	1189109	Mvlyc1064A1_A1_g417.t1	Mvlyc1064A1	N	0	0	0.0023	0.0017	Mvlyc1064A1_A2_g1997.t1	OG0001106	Mvlyc1064A1_A2_g1997.t1	1186986	404
Mvlyc1064A1_A1	1189703	1191331	Mvlyc1064A1_A1_g418.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1189703	405
Mvlyc1064A1_A1	1192710	1193673	Mvlyc1064A1_A1_g419.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1192710	406
Mvlyc1064A1_A1	1196143	1197089	Mvlyc1064A1_A1_g420.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1196143	407
Mvlyc1064A1_A1	1197726	1199279	Mvlyc1064A1_A1_g421.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1197726	408
Mvlyc1064A1_A1	1199905	1206247	Mvlyc1064A1_A1_g422.t2	Mvlyc1064A1	N	0.013	0.0026	0.0083	0.0014	Mvlyc1064A1_A2_g1998.t2	OG0001107	Mvlyc1064A1_A2_g1998.t2	1199905	409
Mvlyc1064A1_A1	1207176	1208666	Mvlyc1064A1_A1_g423.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1207176	410
Mvlyc1064A1_A1	1209281	1212345	Mvlyc1064A1_A1_g424.t1	Mvlyc1064A1	N	0	0	0.0018	0.001	Mvlyc1064A1_A2_g2000.t1	OG0001108	Mvlyc1064A1_A2_g2000.t1	1209281	411
Mvlyc1064A1_A1	1213232	1215281	Mvlyc1064A1_A1_g425.t1	Mvlyc1064A1	N	0.0068	0.0039	0.0016	0.0011	Mvlyc1064A1_A2_g2001.t1	OG0001109	Mvlyc1064A1_A2_g2001.t1	1213232	412
Mvlyc1064A1_A1	1215588	1216564	Mvlyc1064A1_A1_g426.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1215588	413
Mvlyc1064A1_A1	1223258	1224367	Mvlyc1064A1_A1_g427.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1223258	414
Mvlyc1064A1_A1	1228157	1228563	Mvlyc1064A1_A1_g428.t1	Mvlyc1064A1	N	0.1855	0.083	0.1758	0.0496	Mvlyc1064A1_A2_g2578.t1	OG0001111	Mvlyc1064A1_A2_g2578.t1	1228157	415
Mvlyc1064A1_A1	1228829	1229418	Mvlyc1064A1_A1_g429.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1228829	416
Mvlyc1064A1_A1	1229847	1232182	Mvlyc1064A1_A1_g430.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1229847	417
Mvlyc1064A1_A1	1232303	1233724	Mvlyc1064A1_A1_g431.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1232303	418
Mvlyc1064A1_A1	1233985	1234510	Mvlyc1064A1_A1_g432.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1233985	419
Mvlyc1064A1_A1	1234663	1235175	Mvlyc1064A1_A1_g433.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1234663	420
Mvlyc1064A1_A1	1237766	1241716	Mvlyc1064A1_A1_g434.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1237766	421
Mvlyc1064A1_A1	1242270	1242725	Mvlyc1064A1_A1_g435.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1242270	422
Mvlyc1064A1_A1	1242956	1246462	Mvlyc1064A1_A1_g436.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1242956	423
Mvlyc1064A1_A1	1244620	1245673	Mvlyc1064A1_A1_g437.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1244620	424
Mvlyc1064A1_A1	1246946	1247710	Mvlyc1064A1_A1_g438.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1246946	425
Mvlyc1064A1_A1	1247943	1248562	Mvlyc1064A1_A1_g439.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1247943	426
Mvlyc1064A1_A1	1248701	1252994	Mvlyc1064A1_A1_g440.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1248701	427
Mvlyc1064A1_A1	1253763	1254155	Mvlyc1064A1_A1_g441.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1253763	428
Mvlyc1064A1_A1	1255487	1256568	Mvlyc1064A1_A1_g442.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1255487	429
Mvlyc1064A1_A1	1257805	1258807	Mvlyc1064A1_A1_g443.t1	Mvlyc1064A1	N	0.0838	0.0189	0.0859	0.0125	Mvlyc1064A1_A2_g1728.t1	OG0001114	Mvlyc1064A1_A2_g1728.t1	1257805	430
Mvlyc1064A1_A1	1259119	1261260	Mvlyc1064A1_A1_g444.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1259119	431
Mvlyc1064A1_A1	1261959	1262894	Mvlyc1064A1_A1_g445.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1261959	432
Mvlyc1064A1_A1	1265392	1266327	Mvlyc1064A1_A1_g446.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1265392	433
Mvlyc1064A1_A1	1267026	1269824	Mvlyc1064A1_A1_g447.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1267026	434
Mvlyc1064A1_A1	1270179	1271642	Mvlyc1064A1_A1_g448.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1270179	435
Mvlyc1064A1_A1	1271835	1273250	Mvlyc1064A1_A1_g449.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1271835	436
Mvlyc1064A1_A1	1274366	1278866	Mvlyc1064A1_A1_g450.t1	Mvlyc1064A1	N	0.0234	0.0046	0.0151	0.0025	Mvlyc1064A1_A2_g1729.t1	OG0001116	Mvlyc1064A1_A2_g1729.t1	1274366	437
Mvlyc1064A1_A1	1286851	1287060	Mvlyc1064A1_A1_g452.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1286851	439
Mvlyc1064A1_A1	1287083	1288021	Mvlyc1064A1_A1_g453.t1	Mvlyc1064A1	N	0.0326	0.0109	0.0362	0.0077	Mvlyc1064A1_A2_g2016.t1	OG0001118	Mvlyc1064A1_A2_g2016.t1	1287083	440
Mvlyc1064A1_A1	1288064	1290766	Mvlyc1064A1_A1_g455.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1288064	441
Mvlyc1064A1_A1	1291502	1291702	Mvlyc1064A1_A1_g457.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1291502	442
Mvlyc1064A1_A1	1292274	1292945	Mvlyc1064A1_A1_g458.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1292274	443
Mvlyc1064A1_A1	1295616	1296572	Mvlyc1064A1_A1_g459.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	1295616	444
